"scientificName","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","ClimateZone","param_count_before","param_count_after","PFT","AccSpeciesName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","taxonRank","family","taxonID","references","source"
"Commiphora mollis","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora mollis","Accepted",FALSE,"(Oliv.) Engl.","Commiphora","species","Burseraceae","wfo-0000617363","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127728-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora mossambicensis","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora mossambicensis","Accepted",FALSE,"(Oliv.) Engl.","Commiphora","species","Burseraceae","wfo-0000617373","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127736-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora neglecta","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora neglecta","Accepted",FALSE,"I.Verd.","Commiphora","species","Burseraceae","wfo-0000617384","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127744-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora pteleifolia","shrub/tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora pteleifolia","Accepted",FALSE,"Engl.","Commiphora","species","Burseraceae","wfo-0000617419","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127767-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora rostrata","shrub","broadleaved","evergreen","C3",NA,3,4,"ESH","Commiphora rostrata","Accepted",FALSE,"Engl.","Commiphora","species","Burseraceae","wfo-0000617440","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127787-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora saxicola","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Commiphora saxicola","Accepted",FALSE,"Engl.","Commiphora","species","Burseraceae","wfo-0000617458","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127802-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora schimperi","shrub/tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Commiphora schimperi","Accepted",FALSE,"(O.Berg) Engl.","Commiphora","species","Burseraceae","wfo-0000617462","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127805-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora tenuipetiolata","shrub/tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Commiphora tenuipetiolata","Accepted",FALSE,"Engl.","Commiphora","species","Burseraceae","wfo-0000617502","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127837-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora ugogensis","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora ugogensis","Accepted",FALSE,"Engl.","Commiphora","species","Burseraceae","wfo-0000617517","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127848-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora unilobata","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora unilobata","Accepted",FALSE,"J.B.Gillett & Vollesen","Commiphora","species","Burseraceae","wfo-0000617519","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:905892-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora viminea","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Commiphora viminea","Accepted",FALSE,"Burtt Davy","Commiphora","species","Burseraceae","wfo-0000617521","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127851-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora zanzibarica","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora zanzibarica","Accepted",FALSE,"(Baill.) Engl.","Commiphora","species","Burseraceae","wfo-0000617528","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127859-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Copaifera baumiana","shrub","broadleaved","deciduous","C3",NA,4,4,"DSH","Copaifera baumiana","Accepted",FALSE,"Harms","Copaifera","species","Fabaceae","wfo-0000165190","https://www.legumedata.org/taxonomy/taxon/2735811","The Fabaceae TEN - Legume Taxonomy Working Group"
"Copaifera mildbraedii","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Copaifera mildbraedii","Accepted",FALSE,"Harms","Copaifera","species","Fabaceae","wfo-0000165200","https://www.legumedata.org/taxonomy/taxon/2735878","The Fabaceae TEN - Legume Taxonomy Working Group"
"Coptosperma graveolens","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Coptosperma graveolens","Accepted",FALSE,"(S.Moore) Degreef","Coptosperma","species","Rubiaceae","wfo-0000336089","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20009937-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coptosperma nigrescens","tree","broadleaved","evergreen","C3","tropical",2,5,"BET-Tr","Coptosperma nigrescens","Accepted",FALSE,"Hook.f.","Coptosperma","species","Rubiaceae","wfo-0000923800","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747557-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coptosperma supra-axillare","shrub/tree","broadleaved","evergreen",NA,"tropical",1,4,"BET-Tr","Coptosperma supra-axillare","Accepted",FALSE,"(Hemsl.) Degreef","Coptosperma","species","Rubiaceae","wfo-0000336099","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20009946-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cordia afra","tree","broadleaved","evergreen","C3","tropical",NA,5,"BET-Tr","Cordia caffra","Accepted",FALSE,"Sond.","Cordia","species","Cordiaceae","wfo-0000620322",NA,"cmp"
"Cordia africana","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Cordia africana","Accepted",FALSE,"Lam.","Cordia","species","Cordiaceae","wfo-0000620224",NA,"cmp"
"Cordia dentata","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Cordia dentata","Accepted",FALSE,"Poir.","Cordia","species","Cordiaceae","wfo-0000620413","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:927551-1","cmp"
"Cordia megalantha","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Cordia megalantha","Accepted",FALSE,"S.F.Blake","Cordia","species","Cordiaceae","wfo-0000620725",NA,"cmp"
"Cordia monoica","shrub/tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Cordia monoica","Accepted",FALSE,"Roxb.","Cordia","species","Cordiaceae","wfo-0000620753",NA,"cmp"
"Cordia sinensis","shrub/tree","broadleaved","deciduous",NA,NA,2,3,"BDT","Cordia sinensis","Accepted",FALSE,"Lam.","Cordia","species","Cordiaceae","wfo-0000620977",NA,"cmp"
"Cordyla africana","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Cordyla africana","Accepted",FALSE,"Lour.","Cordyla","species","Fabaceae","wfo-0000171442","https://www.legumedata.org/taxonomy/taxon/2737371","The Fabaceae TEN - Legume Taxonomy Working Group"
"Cornus volkensii","tree","broadleaved","evergreen","C3","tropical",2,5,"BET-Tr","Cornus volkensii","Accepted",FALSE,"Harms","Cornus","species","Cornaceae","wfo-0000924882","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:271704-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Corymbia citriodora","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Corymbia citriodora","Accepted",FALSE,"(Hook.) K.D.Hill & L.A.S.Johnson","Corymbia","species","Myrtaceae","wfo-0000925431","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:986336-1","The Myrtaceae TEN"
"Corynanthe lane-poolei","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Corynanthe lanepoolei","Accepted",FALSE,"Hutch.","Corynanthe","species","Rubiaceae","wfo-0000925773","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747600-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Corynanthe macroceras","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Corynanthe macroceras","Accepted",FALSE,"K.Schum.","Corynanthe","species","Rubiaceae","wfo-0000925774","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747601-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Corynanthe pachyceras","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Corynanthe pachyceras","Accepted",FALSE,"K.Schum.","Corynanthe","species","Rubiaceae","wfo-0000925777","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747604-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Corynanthe talbotii","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Corynanthe talbotii","Accepted",FALSE,"(Wernham) <c5>.Kr<fc>ger & L<f6>fstrand","Corynanthe","species","Rubiaceae","wfo-0001340595","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77142556-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coula edulis","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Coula edulis","Accepted",FALSE,"Baill.","Coula","species","Olacaceae","wfo-0000624101","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:607746-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Craibia brevicaudata","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Craibia brevicaudata","Accepted",FALSE,"(Vatke) Dunn","Craibia","species","Fabaceae","wfo-0000198622","https://www.legumedata.org/taxonomy/taxon/2741199","The Fabaceae TEN - Legume Taxonomy Working Group"
"Craibia brevicaudata subsp. schliebenii","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Craibia brevicaudata subsp. schliebenii","Accepted",FALSE,"(Harms) J.B.Gillett","Craibia","subspecies","Fabaceae","wfo-0000198690","https://www.legumedata.org/taxonomy/taxon/2741202","The Fabaceae TEN - Legume Taxonomy Working Group"
"Craibia zimmermannii","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Craibia zimmermannii","Accepted",FALSE,"(Harms) Dunn","Craibia","species","Fabaceae","wfo-0000198816","https://www.legumedata.org/taxonomy/taxon/2741220","The Fabaceae TEN - Legume Taxonomy Working Group"
"Crassula moschata","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Crassula moschata","Accepted",FALSE,"G.Forst.","Crassula","species","Crassulaceae","wfo-0000625242",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Crassula pellucida","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Crassula pellucida","Accepted",FALSE,"L.","Crassula","species","Crassulaceae","wfo-0000625323",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Crassula rupestris","shrub","broadleaved","evergreen","CAM",NA,4,4,"ESH","Crassula rupestris","Accepted",FALSE,"Thunb.","Crassula","species","Crassulaceae","wfo-0000625431",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Craterispermum laurinum","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Craterispermum laurinum","Accepted",FALSE,"(Poir.) Benth.","Craterispermum","species","Rubiaceae","wfo-0000926728","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747810-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Crateva kirkii","shrub/tree","broadleaved","evergreen","C3","tropical",NA,5,"BET-Tr","Cladostemon kirkii","Accepted",TRUE,"(Oliv.) Christenh. & Byng","Crateva","species","Capparaceae","wfo-0001423546","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77183729-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cratylia argentea","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Cratylia argentea","Accepted",FALSE,"(Desv.) Kuntze","Cratylia","species","Fabaceae","wfo-0000165676","https://www.legumedata.org/taxonomy/taxon/2742446","The Fabaceae TEN - Legume Taxonomy Working Group"
"Crossopteryx febrifuga","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Crossopteryx febrifuga","Accepted",FALSE,"(Afzel. ex G.Don) Benth.","Crossopteryx","species","Rubiaceae","wfo-0000927185","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747858-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Croton haumanianus","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Croton haumanianus","Accepted",FALSE,"J.L<e9>onard","Croton","species","Euphorbiaceae","wfo-0000931206","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:342645-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Croton megalocarpus","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Croton megalocarpus","Accepted",FALSE,"Hutch.","Croton","species","Euphorbiaceae","wfo-0000931666","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:342969-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Croton pseudopulchellus","shrub/tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Croton pseudopulchellus","Accepted",FALSE,"Pax","Croton","species","Euphorbiaceae","wfo-0000932085","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:343300-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Croton steenkampianus","shrub/tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Croton steenkampianus","Accepted",FALSE,"Gerstner","Croton","species","Euphorbiaceae","wfo-0000932431","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:343532-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Croton sylvaticus","shrub/tree","broadleaved","deciduous",NA,NA,2,3,"BDT","Croton sylvaticus","Accepted",FALSE,"Hochst.","Croton","species","Euphorbiaceae","wfo-0000932507","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:343591-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cryptocarya acuminata","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Cryptocarya acuminata","Accepted",FALSE,"Merr.","Cryptocarya","species","Lauraceae","wfo-0000627750","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:463779-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cryptocarya ovalifolia","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Cryptocarya ovalifolia","Accepted",FALSE,"(Danguy) van der Werff","Cryptocarya","species","Lauraceae","wfo-0000508946","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77090882-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cryptocarya thouvenotii","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Cryptocarya thouvenotii","Accepted",FALSE,"(Danguy) Kosterm.","Cryptocarya","species","Lauraceae","wfo-0000628232","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:464155-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cryptolepis oblongifolia","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Cryptolepis oblongifolia","Accepted",FALSE,"(Meisn.) Schltr.","Cryptolepis","species","Apocynaceae","wfo-0000628372",NA,"The Apocynaceae TEN"
"Cryptolepis sanguinolenta","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Cryptolepis sanguinolenta","Accepted",FALSE,"(Lindl.) Schltr.","Cryptolepis","species","Apocynaceae","wfo-0000628386",NA,"The Apocynaceae TEN"
"Cryptosepalum exfoliatum","shrub/tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Cryptosepalum exfoliatum","Accepted",FALSE,"De Wild.","Cryptosepalum","species","Fabaceae","wfo-0000165465","https://www.legumedata.org/taxonomy/taxon/2746520","The Fabaceae TEN - Legume Taxonomy Working Group"
"Culcasia falcifolia","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Culcasia falcifolia","Accepted",FALSE,"Engl.","Culcasia","species","Araceae","wfo-0000933457","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:86765-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cullumia bisulca","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Cullumia bisulca","Accepted",FALSE,"Less.","Cullumia","species","Asteraceae","wfo-0000037744","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1086175","The Asteraceaae TEN"
"Cunonia capensis","tree","broadleaved","evergreen","C3","temperate",4,5,"BET-Te","Cunonia capensis","Accepted",FALSE,"L.","Cunonia","species","Cunoniaceae","wfo-0000629352","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:790734-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Curtisia dentata","tree","broadleaved","evergreen","C3","temperate",4,5,"BET-Te","Curtisia dentata","Accepted",FALSE,"(Burm.f.) C.A.Sm.","Curtisia","species","Curtisiaceae","wfo-0000933604","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:271719-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cussonia arborea","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Cussonia arborea","Accepted",FALSE,"Hochst. ex A.Rich.","Cussonia","species","Araliaceae","wfo-0000933615","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:90138-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cussonia sphaerocephala","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Cussonia sphaerocephala","Accepted",FALSE,"Strey","Cussonia","species","Araliaceae","wfo-0000933670","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:90184-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cussonia spicata","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Cussonia spicata","Accepted",FALSE,"Thunb.","Cussonia","species","Araliaceae","wfo-0000933671","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:90185-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cyanthillium cinereum","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Cyanthillium cinereum","Accepted",FALSE,"(L.) H.Rob.","Cyanthillium","species","Asteraceae","wfo-0000051035","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1094664","The Asteraceaae TEN"
"Cylicodiscus gabunensis","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Cylicodiscus gabunensis","Accepted",FALSE,"Harms","Cylicodiscus","species","Fabaceae","wfo-0000174888","https://www.legumedata.org/taxonomy/taxon/2750306","The Fabaceae TEN - Legume Taxonomy Working Group"
